+------+--------+----------------------------+-----------+----------------+
| NO.  |  Code  |            Name            |    Area   | Green Coverage |
| 1509 |  944   |       都市水乡水滟苑       |  1368400  |      25%       |
| 1510 |  4153  |          元华旺座          |     --    |      30%       |
| 1511 |  1532  |          蓝桥名苑          |   87000   |      35%       |
| 1512 |  354   |         莫邪塘南村         |     --    |       --       |
| 1513 |  3971  |        现代置业大厦        |    5666   |      30%       |
| 1514 |  9453  |        华元邻里人家        |   83267   |      30%       |
| 1515 | 25855  |          景丽华庭          |     --    |      30%       |
| 1516 |  1351  |         大关东七苑         |     --    |      50%       |
| 1517 |  1465  |          文菁花苑          |     --    |     31.9%      |
| 1518 |  9387  |          天乐云都          |  286810   |      55%       |
| 1519 |  769   |          环北新村          |     --    |      15%       |
| 1520 | 25627  |        海辰水岸晶座        |    9184   |      30%       |
| 1521 |  394   |        直箭道巷小区        |    300    |      25%       |
| 1522 |  631   |         涌金门社区         |   300000  |      20%       |
| 1523 |  924   |        湖墅南路小区        |     --    |      20%       |
| 1524 |  5550  |          采荷紫园          |   8382    |      30%       |
| 1525 |  847   |          汇丰公寓          |     --    |      30%       |
| 1526 | 17734  |          静安花苑          |   14000   |      30%       |
| 1527 | 27050  |          华润翠庭          |   14000   |      30%       |
| 1535 | 39142  |        运河协安蓝郡        |   58386   |      30%       |
| 1536 |  5966  |        东新园雪峰苑        |   80000   |      35%       |
| 1537 | 109455 |         景瑞御蓝湾         |   68342   |      30%       |
| 1538 |   51   |        绿都百瑞广场        |   33000   |      35%       |
| 1539 |  777   |           灯芯巷           |     --    |      15%       |
| 1540 |  377   |          城隍牌楼          |   90000   |      35%       |
| 1541 |  401   |           云雀苑           |   82000   |      10%       |
| 1542 |  1088  |          水澄花园          |     --    |      30%       |
| 1543 | 10388  |          万科草庄          |   37000   |      30%       |
| 1544 |  500   |          云桂花园          |     --    |      60%       |
| 1545 |  1623  |        华联UDC时代         |   51064   |      30%       |
| 1546 |  9423  |          爱丽山庄          |   74000   |     66.80%     |
| 1547 |  3999  |         大关东八苑         |   20000   |      50%       |
| 1548 | 282458 |         佳源未来府         |   35886   |      20%       |
| 1549 |  678   |         王马巷小区         |     --    |      40%       |
| 1550 |  682   |          遥祥寺巷          |     --    |      35%       |
| 1551 |  833   |          铁路新村          |     --    |       --       |
| 1552 |   15   |           新城坊           |     --    |      30%       |
| 1553 | 28923  |          新安铭苑          |     --    |      30%       |
| 1561 |  1465  |          文菁花苑          |     --    |     31.9%      |
| 1562 |  9387  |          天乐云都          |  286810   |      55%       |
| 1563 | 109455 |         景瑞御蓝湾         |   68342   |      30%       |
| 1564 |  769   |          环北新村          |     --    |      15%       |
| 1565 | 25627  |        海辰水岸晶座        |    9184   |      30%       |
| 1566 |  394   |        直箭道巷小区        |    300    |      25%       |
| 1567 |  631   |         涌金门社区         |   300000  |      20%       |
| 1568 |  924   |        湖墅南路小区        |     --    |      20%       |
| 1569 |  847   |          汇丰公寓          |     --    |      30%       |
| 1570 | 17734  |          静安花苑          |   14000   |      30%       |
| 1571 |  9126  |        仁和金鼎公寓        |   12400   |      35%       |
| 1572 |  5966  |        东新园雪峰苑        |   80000   |      35%       |
| 1573 |  777   |           灯芯巷           |     --    |      15%       |
| 1574 |  401   |           云雀苑           |   82000   |      10%       |
| 1575 |  377   |          城隍牌楼          |   90000   |      35%       |
| 1576 | 68060  |       拱北小区永和坊       |     --    |      20%       |
| 1577 | 10388  |          万科草庄          |   37000   |      30%       |
| 1578 |  1088  |          水澄花园          |     --    |      30%       |
| 1579 |  500   |          云桂花园          |     --    |      60%       |
| 1587 |  1623  |        华联UDC时代         |   51064   |      30%       |
| 1588 |  9423  |          爱丽山庄          |   74000   |     66.80%     |
| 1589 |  3999  |         大关东八苑         |   20000   |      50%       |
| 1590 |  132   |          长木新村          |   254400  |      20%       |
| 1591 |  667   |          北银公寓          |   82000   |      30%       |
| 1592 |  682   |          遥祥寺巷          |     --    |      35%       |
| 1593 |  833   |          铁路新村          |     --    |       --       |
| 1594 | 28923  |          新安铭苑          |     --    |      30%       |
| 1595 |  4253  |          大王庙巷          |     --    |      33%       |
| 1596 | 136969 |         理想银泰城         |   86274   |      50%       |
| 1597 |  3959  |        浙商时代大厦        |  46183.99 |       --       |
| 1598 |  1388  |           严衙弄           |     --    |      20%       |
| 1599 | 34432  |         德圣博奥城         |   53333   |      30%       |
| 1600 |  1579  |          清泰花苑          |   10719   |      50%       |
| 1601 | 280855 |          黄龙御玺          |     --    |       --       |
| 1602 |  124   |          灯塔新村          |   10000   |      35%       |
| 1603 |  806   |        弥陀寺路小区        |     --    |      30%       |
| 1604 | 115000 |         万科璞悦湾         |     --    |      30%       |
| 1605 |  9303  |        德圣城品华庭        |   13500   |      30%       |
| 1613 |  9133  |        贝利海澜半岛        |   130000  |      33%       |
| 1614 |  498   |         古荡湾新村         |     --    |      35%       |
| 1615 |  1165  |          蓝江公寓          |     --    |      32%       |
| 1616 |  8662  |          香园新村          |     --    |      18%       |
| 1617 |  6060  |         沿山河新村         |     --    |      21%       |
| 1618 |  694   |         大营盘小区         |    5320   |       --       |
| 1619 |  350   |          兴隆西村          |   25000   |      23%       |
| 1620 |  1559  |        东河春晓公寓        |    5735   |      35%       |
| 1621 | 25011  |       金都高尔夫艺墅       |   190000  |      37%       |
| 1622 |  4812  |          华星公寓          |     --    |      20%       |
| 1623 |  9183  |        南苑毓秀家园        |   55700   |      35%       |
| 1624 |  1171  |          清河家园          |   15000   |      10%       |
| 1625 |   62   |          长乐北苑          |     --    |      14%       |
| 1626 |  754   |           天水苑           |     --    |      35%       |
| 1627 |  674   |           月雅苑           |   47189   |      40%       |
| 1628 |  678   |         王马巷小区         |     --    |      40%       |
| 1629 | 263001 |          创客空间          |     --    |      30%       |
| 1630 |   49   |         恒泰御庭园         |   70000   |      35%       |
| 1631 |  464   |          日晖新村          |   15000   |      32%       |
| 1639 |  200   |          沈塘东村          |     --    |      35%       |
| 1640 | 20667  |          叶青随苑          |    4210   |      35%       |
| 1641 |  378   |           袁井巷           |     --    |      30%       |
| 1642 |  115   |          三塘樱园          |     --    |      30%       |
| 1643 |  4771  |          钱潮花园          |     --    |      20%       |
| 1644 |  4431  |          中大广场          |   26700   |      20%       |
| 1645 |  4092  |           清波苑           |     --    |      30%       |
| 1646 |  988   |          小营民居          |     --    |      31%       |
| 1647 |  303   |          机神公寓          |     --    |      25%       |
| 1648 |  9290  |          西溪锦园          |   33333   |      30%       |
